gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
RUFY4	2.4226345935736147	-0.860312357055821	3.4133939675700113	0.009873619994578683	0.03838922634265382	-2.5629817686874503
ZNF281	0.547928270729308	6.302146807861507	3.4133445833633913	0.009874319155627018	0.03838922634265382	-3.508455206414006
GAMT	1.421696696223616	3.0186003455627515	3.412292564781067	0.00988922572759173	0.03841590084716616	-3.1184003692990543
KCNH6	3.043141501045855	-1.6398139758434758	3.4122236094748537	0.009890203625894545	0.03841590084716616	-2.4646496152893045
PUM2	0.5905971865749269	5.934293770239178	3.4090315253791097	0.00993558546604807	0.03855097880800531	-3.5013455025600178
LYPLA1	0.568778654918197	6.0865069432337275	3.4089272443749525	0.009937071763344444	0.03855097880800531	-3.508124529670346
CCNB2	0.9620236062621785	6.569976339365386	3.408418947239688	0.009944319815565983	0.03855097880800531	-3.522348735490852
CNOT7	0.5258323211955753	6.468074009286679	3.4083103307756506	0.009945869359522111	0.03855097880800531	-3.5203158539937713
BANF1	0.5506629806567815	7.453348897313449	3.4072381054775374	0.009961179739743977	0.03858331023726859	-3.5417071229329538
FAM60A	0.5739062691239036	5.052846108966816	3.4065503979336147	0.009971012770744993	0.03859192764489355	-3.436526241585413
KRI1	0.5708321979755668	5.6535305480794715	3.406146542493762	0.009976792022343077	0.03859192764489355	-3.4896674678050634
ALOX12P2	1.131207627115849	1.1180760846275466	3.406128960423797	0.009977043706252003	0.03859192764489355	-2.8690200700354502
ZWINT	0.8595320878251647	5.72988402522631	3.4041628527512544	0.010005230840204476	0.038690775093121334	-3.497440284841443
DGAT2	1.3149728365332969	1.4181007342519796	3.40092648103526	0.010051813920145434	0.038843782549952424	-2.9130767348883846
FBXO5	0.7254703803974509	5.816247661910717	3.3970413260597083	0.010108040454609706	0.038988491386579796	-3.513519614862631
USP18	0.6101861439443077	4.596908257063018	3.3948028403200388	0.010140588066158897	0.039083398014983145	-3.3978566158242876
PRR7	0.9515354593511218	1.9675906468042754	3.3947451868025054	0.010141427820973783	0.039083398014983145	-2.9916266808417724
MYCL	2.222881684264433	-1.346610093822177	3.3946823378427617	0.010142343334541677	0.039083398014983145	-2.5232251402516006
ABCB6	0.8102652367459302	4.357125707506978	3.394540390147048	0.010144411393978706	0.039083398014983145	-3.363923125859709
NDUFA3	0.7903285880757966	5.695192424358102	3.392667351768862	0.010171742068560984	0.03917960668291498	-3.5126971099591637
NRIP2	1.054583947855946	1.8226410474395984	3.3900461847836363	0.010210120786185248	0.039263694405591756	-2.9798413731048807
HRASLS	2.3156041927350355	-1.7039399482864852	3.387961902055903	0.010240748499820287	0.03935413971159536	-2.491267612187839
NUP58	0.6393155283673488	6.543556287145386	3.3868427589372945	0.01025723419093358	0.03939926056364843	-3.554502960958933
TEX13D	2.2952754797236565	-1.8099293909864542	3.386331136899511	0.010264780112277447	0.03941912899070893	-2.4824689017933825
UTP18	0.575471049333383	5.099082107579171	3.385880097194667	0.010271437402582784	0.03943460969388744	-3.472636390035571
SPATA6L	0.9426593369375897	3.9853054739131255	3.3853885062947358	0.010278698455598768	0.039445217802458396	-3.3202163886499068
CSE1L	0.6513155891305296	7.800150504218616	3.384402578757474	0.010293277582181569	0.03949204143276823	-3.586396772035192
RBFA	0.7450638807139893	4.139387843451925	3.3834016955564534	0.010308100366640155	0.039539778057627324	-3.347638875083928
C1ORF204	1.8099766949718807	-0.24528704641233748	3.382557174640006	0.010320625136153108	0.039554857063254054	-2.7053342236664677
NONO	0.4929360939494707	8.762131773880707	3.3824943426708916	0.01032155762009411	0.039554857063254054	-3.6211136527976624
SLC29A2	0.7385644644286193	4.424952866933151	3.379838671282448	0.010361052279453055	0.03966898950816403	-3.396164513644742
ZNF845	0.6702413691874058	3.9172436839213742	3.378880418991778	0.010375342674200752	0.039700612577336584	-3.3187374238479768
NCAPG2	0.629876071462407	5.776102243206545	3.3788146917130715	0.010376323631658626	0.039700612577336584	-3.5387756472733716
ORC2	0.5890826838064553	5.494814257314618	3.376085610882819	0.010417141454354881	0.03982009261573768	-3.5236540817302076
PRKX	0.8939630082822387	4.1806243662515366	3.375761039679529	0.010422007293800611	0.03982952580366644	-3.3656815977606005
CFAP52	2.516020603888309	-1.7449877179864837	3.3749474633069427	0.010434214726860444	0.0398481737996892	-2.5048768552959526
S100B	1.9980769438098462	-1.3080070652410971	3.3748708062443806	0.010435365723365274	0.0398481737996892	-2.5558938610601216
MOSPD3	0.7940417465549818	3.2750248406135825	3.3747963639285237	0.010436483594957432	0.0398481737996892	-3.2165274470562344
ANAPC16	0.5561379996757312	6.40645608544666	3.3737778352410888	0.010451791246815535	0.03988566737075389	-3.571247145947127
UBA1	0.5115070652615508	8.558448907236123	3.372759502072156	0.010467119834078801	0.03989307113936447	-3.6289351380357275
BCAP31	0.5177488467258975	6.503980145193155	3.3726009918416513	0.010469507978704185	0.03989307113936447	-3.575273130360925
HDAC1	0.5154023916022012	6.576480350690229	3.3725938446983093	0.010469615672547462	0.03989307113936447	-3.576849238098879
POP7	0.5790052893057087	5.651675269377214	3.372577660643438	0.01046985953979708	0.03989307113936447	-3.5404571134867475
CEP72	0.9627019288481278	2.4055551097116354	3.371552180717095	0.010485324170859468	0.039928123865064266	-3.086045286141296
FOXJ3	0.5176473176486631	6.538053903363897	3.371330189488143	0.010488675081177398	0.039928123865064266	-3.577939056027331
CHAF1A	0.8138916250304122	6.225348941321618	3.370114812772803	0.01050704112996734	0.039979712744015475	-3.57186074862364
NRROS	1.7223270602972056	-1.1223076182876355	3.369825110506313	0.010511423983439919	0.03998025387836885	-2.5875540598895306
CCDC103	1.373829880805899	-0.1691420246902451	3.3696900319671155	0.010513468226890203	0.03998025387836885	-2.736705224282188
SLC18B1	0.6440630604077286	4.871611862589192	3.368899639018109	0.010525438305185226	0.040013047564848116	-3.472594213867373
KATNA1	1.0047345602194175	4.268865548014215	3.367792635578083	0.010542227647877721	0.040067702289153566	-3.391141446474669
KDM2B	0.672425349727189	5.413296976830605	3.367549919685347	0.010545912597907147	0.040072537711882815	-3.530211839298109
GPANK1	0.7436439839173032	3.4867092218339413	3.3662036540907025	0.010566376690644107	0.040105266120912204	-3.264885561498205
METTL22	0.7411245943169478	4.738723496474741	3.366189037372443	0.010566599105612126	0.040105266120912204	-3.4599940426784634
ATP5I	0.5332105224567139	7.153826962940317	3.3655799990499107	0.010575870949932242	0.040122119828100634	-3.5982900430799334
ZNF232	0.9723581647636248	3.6458827890933367	3.364729510067185	0.01058883305420527	0.04015295164321811	-3.2942107180548756
NUSAP1	0.923594711947862	7.010146346175201	3.3644832024422673	0.010592590124703944	0.040158029988862774	-3.5972809146854416
MYBBP1A	0.5138910618974633	6.4306385645553235	3.3638954787400004	0.010601560736018175	0.040173698896766113	-3.586856470081589
B3GNT5	0.6550279810515498	4.029564564379477	3.3615842218702494	0.010636916587024139	0.04029848257159761	-3.3633445947921525
WDTC1	0.8617681379041611	3.8203780040215394	3.3605638645014135	0.010652565104156107	0.040348564153917625	-3.330325060226715
MRM3	0.6942468847944729	3.884319800867676	3.359594300664585	0.010667457313308882	0.0403957588957472	-3.342406785801557
BEND3P1	0.7551386024682416	3.3948455699773383	3.358991872987241	0.0106767215677255	0.040418261015348775	-3.260302872005145
RRP7A	0.8747345820663686	4.724779436073326	3.358891460512171	0.010678266562427022	0.040418261015348775	-3.469224723009591
NSG1	1.4823075187891626	2.354072241509709	3.358249683427468	0.01068814686900752	0.040437228097345304	-3.0986419484445484
GFOD1	0.8554843221746302	3.7141297156990793	3.354163276887199	0.01075128640175204	0.04061863158825116	-3.3218412930888706
MRPS33	0.6074814903967685	4.594843406166711	3.3540389557795947	0.010753213504337429	0.04061863158825116	-3.4593237960057146
TLE6	1.9186311619010008	-0.8193907312384787	3.351809810342616	0.010787829884843047	0.04074012427406962	-2.6569980894256267
NAT10	0.527648791762843	5.7925844428502575	3.3502066334014753	0.010812798809972834	0.040811466502847324	-3.5832428161193257
USE1	0.706573104487036	3.6250615787613274	3.3485711503728868	0.010838334185029795	0.04087508911879198	-3.315077540406417
CNNM4	1.0441441774410873	2.429169411285671	3.347912611119818	0.01084863428081058	0.04089652553744725	-3.1248998963827583
EPCAM	1.817571891918307	-1.0660127394252337	3.347429761462597	0.010856193055680079	0.040905288217284584	-2.6271427529039926
BCKDK	0.8739996479830072	4.337514600857465	3.3458707924553295	0.010880636178110569	0.04097879507533751	-3.4346537028741633
TRAPPC10	0.6986093612269366	4.47588369644016	3.3436831174725916	0.010915035452626664	0.04105249633892125	-3.4581791703971057
CENPV	0.9936214326671919	4.591934357907145	3.342465238436504	0.010934235585881932	0.04109044110129362	-3.476479804229844
RAMP2	1.3132264240825178	1.2840459616763868	3.342415521281152	0.01093502014978131	0.04109044110129362	-2.9836354193878516
DNAJB6	0.5144522750822382	6.992738836279305	3.34034645873695	0.010967724182209466	0.0411853789152876	-3.633688902119823
H2AFZ	0.9098187218067473	9.2699754948457	3.3394056681474438	0.010982628863867543	0.04121339421599097	-3.7042551818402414
STRN	0.6482972304915169	4.384144124519838	3.339043994495042	0.010988364482833737	0.041225603274313426	-3.452003646427785
SLC22A16	2.698362476552871	-0.9678461133925232	3.3384841647910353	0.010997248844538968	0.04124030391938309	-2.65392519684116
METTL16	0.6460551564125856	4.2285515213567635	3.335911767927315	0.011038170354436374	0.04136574264820256	-3.4334133135950724
ARHGAP11A	0.8318628319840444	6.189724971978769	3.3354146118342474	0.01104609771272899	0.041386112544713693	-3.623468397531308
SMYD3	0.6403181480288538	4.4980340421211	3.3351232803282898	0.011050745923257162	0.04139419013066717	-3.4743088571718603
TECTA	1.2732046018048733	0.11134540201519717	3.3337919871870496	0.011072013233804644	0.04145515504965314	-2.835993646617625
ESPNL	1.1430183130933693	0.8013260563974774	3.3335963473204386	0.011075142228136546	0.04145752473903987	-2.9373692199678905
RECQL4	0.7811776250440099	5.353385135301689	3.332366134649437	0.011094839344298054	0.04151254486808884	-3.578426196206361
LIPE	1.2958781465297604	0.36761213742135423	3.3317354677342816	0.011104951467607161	0.041531668301168057	-2.8796649830911734
ELP6	0.7713807963314356	3.9890773043494883	3.330944065638461	0.011117654671370969	0.041560460597974434	-3.403202711747618
TMEM199	0.6178084831712969	5.207391227324948	3.3296591116321808	0.01113831301275577	0.04162831701819545	-3.5691753102703725
LIN9	0.7026025733531087	4.485260613928155	3.3292092614856883	0.011145554931759382	0.041640348717408494	-3.4814758486259025
TIMM10B	0.6057921044436769	4.806208147262196	3.329147693446391	0.011146546474658207	0.041640348717408494	-3.5249886658851084
HTATSF1	0.6031190720268196	6.420653416750794	3.3275362923673324	0.011172531154851525	0.041701382579330766	-3.641933108169115
CEP19	0.9727394270890473	1.989935171796012	3.3275117458183456	0.011172927477754346	0.041701382579330766	-3.0950296311926393
INTS2	0.5941068568527399	5.296234948929906	3.326944551455814	0.011182089425862768	0.04172620158934053	-3.5815287665156013
SARDH	1.830251266017581	-1.0555316007519253	3.326298905349834	0.011192528322965451	0.041755773341449504	-2.6586820321344242
KMT5C	0.803916113910554	2.80407875335975	3.3250884920389625	0.011212126349362212	0.04181369671697175	-3.2155936973269577
MCM2	0.9023363024944544	6.453297436966464	3.3248711756665488	0.011215648815569159	0.0418138521162263	-3.6467763182652937
TRMT10C	0.6600225520321112	5.657864782870634	3.322931285648936	0.011247144467688057	0.04191245736231342	-3.6163324752062285
ZBED6CL	1.162747893148028	1.5495951296155899	3.322215297762705	0.011258792812700735	0.04194645352762371	-3.046476352227255
TIGD7	1.2221647869268208	1.8809088525664128	3.321761135938423	0.011266188170520221	0.04196459280649705	-3.089347348048619
FMR1	0.5916460610228311	6.475619588475506	3.320132547875799	0.011292749766394779	0.042038137899207406	-3.6544871412387416
SUPT20H	0.5290703070241349	5.786013499708189	3.3200260779918174	0.011294488559699955	0.042038137899207406	-3.628778993276253
ENTPD3	0.9274549160049801	2.382838126019297	3.319930058775001	0.011296056923605434	0.042038137899207406	-3.160235033479563
CACNG8	1.1246756648721876	0.992716403986876	3.3188444501407774	0.011313805189679487	0.04208532819605523	-2.9832376997229986
CCDC177	1.7871262015384728	-1.223672640802408	3.3186646401860647	0.011316747701261192	0.042086847866154756	-2.646254713285361
C19ORF53	0.6403253508244218	6.754433346060235	3.3173230436230488	0.011338728004582965	0.04214028494699451	-3.6644559025093155
STK38L	0.6215741348889514	4.573971995199776	3.3168086337372573	0.011347167952748543	0.042152787413822536	-3.512931171207964
HCFC1	0.5108342072162255	7.006339263605428	3.314016575744497	0.011393093855562591	0.04225723444552011	-3.6740388497359078
APOBEC4	3.3814301012030894	-2.8629517649274754	3.313834370550453	0.01139609775548178	0.04225893896423239	-2.4990921879172046
TBC1D16	0.5756645342365552	5.755385142046065	3.3101756168292096	0.011456595526985584	0.04244537031177862	-3.6418697511267
MARS2	0.854641774777686	2.6023766921129368	3.3085902335934994	0.011482915718218323	0.042521698424081544	-3.209540746737093
LRRC46	1.8068273381659816	-0.24298269387329502	3.3079518914491786	0.011493531450331626	0.04254425314431869	-2.8142923973240177
LPAR6	0.856200476457107	3.1254507811553394	3.306915875902507	0.011510782727917446	0.04256159076486029	-3.294336379916759
ARPC5L	0.5427843903545453	5.57503853567577	3.306901152099675	0.011511028100171738	0.04256159076486029	-3.634969824065652
CAPN10	0.6357367300280385	4.31328751015834	3.3059658181584557	0.011526626826233628	0.04259453346925068	-3.4915801719350155
CFAP65	1.35040120173183	0.366300829406686	3.305752001873305	0.011530195826223796	0.04259453346925068	-2.9177988500470717
NOP58	0.5326559333738761	6.45372541646307	3.304951591062354	0.011543566617337065	0.04261683693398097	-3.677147403581961
DDX55	0.6157169346391775	4.416589731973971	3.3049441913397226	0.011543690305767363	0.04261683693398097	-3.508555267277512
TRGC1	2.801818423724007	-2.0807204228538754	3.304831237774551	0.011545578530727756	0.04261683693398097	-2.567966702055111
CSPG5	0.7280655518836858	3.8183878475816577	3.3046098290790167	0.011549280731952489	0.04261764134125725	-3.4147172958375043
TMSB15A	1.7562161976450208	1.970225396731857	3.304091895629719	0.011557946079553924	0.04263706011776398	-3.127523658963129
APRT	0.6539615596606465	5.9280548905971155	3.303988463680903	0.011559677386374326	0.04263706011776398	-3.66070609903446
ISYNA1	0.6845195359454443	6.056259395246911	3.300939216653206	0.011610841361305392	0.042784221428048747	-3.6712120741505982
NUP155	0.5815522428998321	6.525734050832663	3.297974880791152	0.01166081095259374	0.04292030034591043	-3.6893547052180287
DFFA	0.6878882777583142	5.2992314702857035	3.297886130528391	0.011662310522071994	0.04292030034591043	-3.6260500598769543
HLA-DPB1	1.2419268975935331	0.8169965027921549	3.29675769907889	0.011681394918549743	0.04298101200757481	-2.993995193720028
CCDC87	1.6887646380841908	-0.10306450950780588	3.296569871535693	0.011684574733180566	0.04298318975490499	-2.8546885096587045
SPC25	0.8794894281776289	5.242899610596195	3.2953904772506015	0.0117045622094808	0.04303947424567459	-3.624774499665103
TGIF2-C20ORF24	1.5869961550461005	-0.021880038763212234	3.2953612606612124	0.011705057810085625	0.04303947424567459	-2.870297941975673
SEC11C	0.5327995480472696	7.872245994418146	3.2945008571966357	0.011719662806468812	0.0430836386792033	-3.7255486867772336
CTU2	1.1238009910704685	1.5560160225715205	3.294338749263047	0.01172241668556747	0.04308422631790001	-3.0889409677811206
TRAPPC9	0.7021080512207476	4.372119652719966	3.29402928803308	0.011727675698875917	0.04309401895633409	-3.518592653632113
TEC	0.9637609793005464	2.209817487629195	3.2933551609556653	0.011739140543098506	0.043117068836869325	-3.175901330998005
CTCFL	1.2604461745397963	0.12824481827071593	3.2928434776266857	0.011747850650542247	0.04313952055159323	-2.8989921680632103
ZNF276	0.803268881105105	3.9094170158826484	3.2916733160217992	0.011767795447533619	0.04319542566850262	-3.4495165760381887
COX7C	0.5782955815438697	8.605395213094475	3.2913728071942026	0.01177292325790291	0.04320060734819309	-3.7545555393247474
CAMK1D	0.551133800300212	5.171977824253955	3.289981312881682	0.011796698292649023	0.043261506280107664	-3.62603115650917
MCM5	0.6668793748546644	6.742013455701532	3.289053060866329	0.0118125866913358	0.04329350592321545	-3.707343178715237
PTMAP5	1.255005474545911	1.138485211834496	3.2890146899220554	0.01181324395472409	0.04329350592321545	-3.0454561330049894
PPIL2	0.7162996454872128	4.104223079970438	3.288567698369968	0.011820903418182184	0.04331201960568892	-3.485831596943683
C20ORF196	1.2090048159189464	1.4552722876364312	3.287859149273663	0.011833055616727433	0.04334698295946757	-3.086068201003086
RASIP1	1.102680384622641	2.0972757372829944	3.286244275484262	0.01186080155823031	0.04340835291860989	-3.171274620322924
HIST3H2BB	1.1161129385615935	2.731018706149886	3.2860498523757142	0.011864146687269594	0.04340835291860989	-3.263141979946306
L3MBTL3	0.6630498147217789	4.423753694170937	3.286031633378931	0.011864460203815248	0.04340835291860989	-3.5383717446488228
RP11-552F3.12	1.9879511686844595	-1.0031053458185906	3.2859717977635787	0.011865489930187783	0.04340835291860989	-2.723807677624252
ZBTB26	0.8780128281588042	2.648476612432806	3.2857329724619095	0.011869600879808307	0.043409664675767415	-3.2509814561063712
SLC18A3	1.4847752420747964	0.8361693508564798	3.284991328644351	0.011882376578862243	0.04344142474099119	-3.0138974758898396
GSE1	0.6305756086294521	5.385864061022814	3.283854429432174	0.011901989338141022	0.043474849552932536	-3.655238835782549
SKA2	0.6982142681888188	6.725684233660266	3.2833577895238686	0.011910567690986716	0.04349136053129698	-3.715730282267442
HIST2H2AA4	0.6112267973900227	6.399533741553553	3.2832895675309066	0.011911746586601839	0.04349136053129698	-3.708881610340143
FRAT2	0.9937151129182458	2.4941436826497125	3.283126422337208	0.011914566284073915	0.04349209481586454	-3.2318225415167947
AC010980.2	0.810064884143455	2.8474011901049736	3.281831759977609	0.011936967508940244	0.04355472173901329	-3.2876354291094287
GMEB2	0.7874007052085674	2.9122977819398144	3.2813989298286628	0.011944466618982286	0.04357251176689585	-3.2985471867458735
NOP56	0.542594850952046	7.924905445544342	3.2805321790505566	0.011959498752041837	0.043617767846434535	-3.7485724141769703
ZNF589	0.8002297336461872	2.977852770221674	3.279897324067886	0.011970521820802832	0.043638805294493904	-3.311271048622709
RBM17	0.6285364841371308	6.046428768977103	3.2792662876497376	0.01198148926183647	0.04366920235897343	-3.703906319964637
SENP3	0.715475418080028	3.930320038384263	3.278852639222301	0.011988684269546029	0.04367999036187972	-3.4724915919709916
DHX16	0.641780761430935	4.353469218711496	3.2787485675088837	0.011990495215747986	0.04367999036187972	-3.5390375388122615
FEN1	0.601330284867065	6.241957990840067	3.278405575832677	0.011996465648221492	0.04367999036187972	-3.7120738237812807
SF3B3	0.497631231705598	7.3099510502877045	3.278397685173267	0.011996603037464918	0.04367999036187972	-3.7343989038944505
DNAJB5	0.8704446460046489	3.660995345192731	3.2783405069606224	0.011997598653193768	0.04367999036187972	-3.4275824249316114
POGZ	0.5305750952895645	6.592581807826661	3.2780487340346443	0.01200268051385319	0.04368891533083227	-3.7212197027107288
MAVS	0.5702695890217901	6.57920754941476	3.2761512321159554	0.01203578536240505	0.04379022104801435	-3.723828549655746
FAM72D	1.1759135095946402	2.973699900037692	3.2752570334521782	0.012051419577262834	0.04383750060419588	-3.317622381592263
HNRNPA3	0.508360309013586	8.79966428958551	3.274442074292032	0.012065687114673521	0.04387978920245512	-3.7871189117170063
MTR	0.6431168767675404	5.091237189570757	3.2733963057333924	0.012084021678007723	0.043917618391691525	-3.642876344422568
ACP1	0.5158074127243149	6.334829878558684	3.2732439939860583	0.01208669449190278	0.04391772233997227	-3.7224975848115824
SAMD14	1.0414202585832006	3.5673290345501973	3.272235309106783	0.012104411030328902	0.0439628608796704	-3.4208179372311855
GSTM5	2.193739825617253	-1.3255149850513048	3.2712170084187564	0.012122324381030952	0.043999139315202294	-2.6998977709847134
DLX4	1.9502620695775927	-1.8350505511017905	3.2712157230041816	0.012122347011040141	0.043999139315202294	-2.6389579189723698
SEPHS1	0.6206642744965283	6.085184820972916	3.2708084831703155	0.01212951881333182	0.04401555122801577	-3.718245456195711
FH	0.558268274398154	4.916285944201439	3.267812362550088	0.012182421202386214	0.04419605568634492	-3.631667710882964
SPDYE1	1.3403193141909306	-0.15865240193390465	3.267690222981016	0.012184582996434067	0.04419605568634492	-2.88747331031515
DPY19L2P2	0.8316964991243401	2.7366099427576174	3.2654819753085444	0.012223737792062496	0.04427040143662582	-3.2950625736092682
SHROOM3	0.5948969602740215	4.675564772585742	3.2650513148877716	0.012231389425497396	0.04428845584654159	-3.605474332226644
SSRP1	0.5011801485045808	8.257660440072813	3.2625995694593435	0.012275046891469339	0.04439813889817384	-3.7868395059548647
REEP1	0.8127081028645793	3.022195304511125	3.2601742142337096	0.012318396907050421	0.04453553640165443	-3.3482514739413745
THUMPD3	0.5952166038461364	5.451126346350218	3.2592629956139323	0.012334725622881905	0.04456546832074083	-3.698229454807199
KIAA1644	0.9737245435727775	2.258922523199286	3.2587169524549586	0.012344521509230053	0.04459116088447193	-3.2348708230310796
RP13-15M17.1	1.9061889201469617	-1.3086121239989013	3.257777537985665	0.012361393674914536	0.04463269294492511	-2.7212022226171717
NCBP2	0.5847530812849602	5.791517368705982	3.2567958076822645	0.012379051951613061	0.04465108736739279	-3.7255884006823976
WDR54	0.8325910793449882	4.816324203605442	3.256761522673976	0.012379669115006403	0.04465108736739279	-3.6365046901782687
FOXRED2	0.5795185092956912	5.25112811857507	3.2567470305326918	0.012379929997401637	0.04465108736739279	-3.684495135609908
FGF14	0.7572095993354813	3.40563783336217	3.256176843663252	0.01239019892279898	0.04467842247259406	-3.4176989659563075
TRIM35	0.9446814926012093	3.58292731593031	3.2551455826245577	0.012408794603631864	0.04473576504704181	-3.449445908759431
PLK1	0.8535523826466429	6.157729261783054	3.254779571306759	0.01241540161912727	0.04474016174703511	-3.7453461740322496
ZIK1	0.7267394655667099	3.892505092512887	3.25456168574478	0.012419336527049478	0.04474463348758455	-3.5031025029077822
UQCRQ	0.6105876754030861	8.020512864485578	3.2522916602090928	0.012460410747806381	0.044872272714552575	-3.7948312775670736
ANKRD18DP	1.5370110479027035	0.6015227325890483	3.25081235466487	0.012487254959053921	0.044940588865639564	-3.033570990281008
DIRAS1	0.8106620052261055	3.723189888389381	3.2505953021598097	0.01249119885101964	0.044945043699433536	-3.480429649991428
C1ORF145	1.3659370446143182	-0.17553008062772327	3.2502681383937633	0.012497145981797943	0.044951781618445937	-2.9101456128797327
SLC5A4	2.191145794487462	-1.3695136274263275	3.2501945316348824	0.012498484406886829	0.044951781618445937	-2.723897990714047
CHST8	1.6355533353745417	-0.6685769651615154	3.2483224090357905	0.012532577140877302	0.04502564865516572	-2.82983240611262
SH2D3A	1.211247362826711	1.4683983755273933	3.2480825440359107	0.01253695237151517	0.04502775347688424	-3.147253288449698
PRPF8	0.48120972565336295	8.288244056856424	3.247993055341972	0.012538585094261522	0.04502775347688424	-3.81020734196182
FANCC	0.6995427480860905	4.113285848815806	3.247004741489582	0.01255663187960319	0.045076022625269815	-3.550517771259343
MURC	1.4855873912996653	0.3532461833140751	3.2469448846489213	0.01255772575905611	0.045076022625269815	-3.0027891060951393
RPL23AP59	3.8117177275326664	-1.9853503802738428	3.2457092820420947	0.012580328862246479	0.045138622180395715	-2.658576819502647
SLC37A4	0.6916817092930536	4.314146064856956	3.2451348623134386	0.0125908514915632	0.045159814560640665	-3.584310969873893
DCAF1	0.8024050514488836	3.560275068844498	3.245001137549163	0.012593302493981993	0.045159814560640665	-3.4609709478246025
MAGIX	1.9930632417316478	-0.5743027472852165	3.2442902245262517	0.012606341097018914	0.04518315047051945	-2.851110663417402
DNMT1	0.5559878983752746	7.681804195946556	3.2436444276190226	0.012618197818261796	0.04519638722525559	-3.797400800277124
RBM12	0.5808696811703999	6.73916387425473	3.242824691037763	0.012633265050184568	0.04523084699687767	-3.7779481789757665
TMEM229A	1.197016701566997	3.0836095726786716	3.2414326760512875	0.012658894743246794	0.04529783858522021	-3.386624344449888
NRG1	0.6285697958895793	4.274992724582852	3.241304437311983	0.012661258634569825	0.04529783858522021	-3.5842586248232844
RIBC2	2.0443877441876093	1.1031030001144226	3.241133183060636	0.012664416181956803	0.04529783858522021	-3.1125882143168693
LYRM2	0.5802824743387172	5.9524286391773185	3.2411170642883866	0.012664713419177747	0.04529783858522021	-3.7579309643150247
CLDN1	0.568052027929534	6.278485902504785	3.2407092169114944	0.012672236761591925	0.04529783858522021	-3.770728629464758
PAQR4	1.0950494118338296	5.288689847362953	3.2404106112577704	0.012677747980387894	0.04529783858522021	-3.712838443854027
TTC23L	1.6244215283383676	-0.8271352887062937	3.2403369422126853	0.012679108044179026	0.04529783858522021	-2.816090209735722
INSR	0.5879525511617025	4.860060016804992	3.2392130505775216	0.012699876280258877	0.04535202002554713	-3.6686336438874623
CC2D1B	0.6692334969628284	3.9436198642172675	3.2390574647139707	0.012702754166124583	0.0453525459899319	-3.5352720621503577
ABI2	0.5873451084505499	5.8293885034942265	3.2384285710248064	0.01271439390670178	0.04538434738800986	-3.7558664022357777
ADGRG7	1.9817730452473246	1.2626210422096789	3.2376416613007573	0.012728974156359544	0.04542662908529774	-3.1374157795042947
MPP2	1.3065973246224545	0.6388781388964103	3.237374264560784	0.012733932642427899	0.045434562246634794	-3.0586120185921013
PINLYP	0.9092323562591198	2.3821133529311123	3.237147402838413	0.012738141068343204	0.045439816366862604	-3.284826848152344
GLYCTK	1.6036010961915308	0.1437109446812692	3.2366888178834716	0.012746652600713223	0.04544645308465131	-2.9844040434290213
MYCBP	0.6692941195917363	5.3933827687031695	3.2363992199581024	0.012752030762787681	0.04545031736891429	-3.7283811425507882
COPS6	0.6929810455453485	6.706625396907411	3.235455691720781	0.012769569819778087	0.04550306482229012	-3.7886122137287663
FBXO21	0.8456434657389735	5.166295806865107	3.2349903087768808	0.012778230131042697	0.04552415792502963	-3.7093922664490364
YARS2	0.7630213679877915	3.6280812884132363	3.23437151617547	0.01278975487202399	0.04555544470715129	-3.488770347333771
CDKN3	0.7872691518807837	5.56840402510125	3.233239809253419	0.012810860885602885	0.04560128342241284	-3.7469461106494726
RPL28	0.4551470745504229	9.750104097548665	3.231981309830443	0.012834374839156275	0.045660822680701665	-3.885185794681304
RP11-467J12.4	1.6459314769045819	2.3221469160211567	3.231903248268578	0.012835834854367876	0.045660822680701665	-3.2842003060299967
MAD2L1	0.6900242522212867	5.2318078834956125	3.2306045974658124	0.012860149819259172	0.04573752213020891	-3.7226514297697895
MYEF2	0.5842271593694353	6.557599370445816	3.230429379063154	0.012863434207548234	0.04573940885317247	-3.793288566191392
PRDM8	1.1748457044297111	0.6084668293956987	3.228017957845253	0.012908725468364511	0.045890629559945675	-3.068420592096392
C16ORF13	0.8842174222409369	5.763418401460138	3.2269269438681634	0.012929272284625539	0.04595383765789548	-3.769532866548981
MINK1	0.998322712513593	5.506343105380253	3.2265620682548377	0.012936151623043386	0.04595861867532141	-3.7524302119505246
ADAMTS13	1.2661445695569746	0.8875998953803431	3.226238546530016	0.012942254517704267	0.04597046734057959	-3.10798897916258
POLR1C	0.5058756714981119	6.243907780212313	3.2235275943688313	0.012993513631073077	0.046113091431301864	-3.7960664500006165
TMEM238	1.8467828321399968	-1.3736733164851829	3.223051363111859	0.013002540446038333	0.046124525428009856	-2.7618481990621553
CBR4	0.5955927254504587	4.707812159704831	3.219798974249365	0.01306436610868704	0.04626568373116909	-3.6788113409310084
SPAG6	4.074708619625321	-1.9425580701611493	3.219266518802605	0.013074517306550367	0.04628189640760764	-2.699633716416187
USP30	0.7752337818682102	3.2748512786762514	3.2186132043310676	0.013086984067580168	0.04630026158323957	-3.4528143671622864
GTF3C3	0.5462715596169962	5.830433375083431	3.2185603405825494	0.01308799338071806	0.04630026158323957	-3.786339137741797
